filed,ticker,issuer,insider,ciks,captured_at
2026-04-20,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Opportunity Fund II, L.P.  (CIK 0001885327)",0001818794|0001885327,2026-04-27T22:54:57Z
2026-04-20,AEHR,AEHR TEST SYSTEMS,POSEDEL RHEA J  (CIK 0001055117),0001040470|0001055117,2026-04-27T22:54:57Z
2026-04-20,QBTS,D-Wave Quantum Inc.,AMES SOPHIE C  (CIK 0002129321),0001907982|0002129321,2026-04-27T22:54:57Z
2026-04-20,TRV,"TRAVELERS COMPANIES, INC.",Klein Michael Frederick  (CIK 0001689571),0000086312|0001689571,2026-04-27T22:54:57Z
2026-04-20,ADBE,ADOBE INC.,Durn Daniel  (CIK 0001610062),0000796343|0001610062,2026-04-27T22:54:57Z
2026-04-20,HRTG,"Heritage Insurance Holdings, Inc.",Garateix Ernie J  (CIK 0001607776),0001598665|0001607776,2026-04-27T22:54:57Z
2026-04-20,HSY,HERSHEY CO,Voskuil Steven E  (CIK 0001622634),0000047111|0001622634,2026-04-27T22:54:57Z
2026-04-20,PHR,"Phreesia, Inc.",Hoffman Allison C  (CIK 0001564521),0001412408|0001564521,2026-04-27T22:54:57Z
2026-04-20,HIMS,"Hims & Hers Health, Inc.",Boughton Soleil  (CIK 0001837817),0001773751|0001837817,2026-04-27T22:54:57Z
2026-04-20,SYNA,SYNAPTICS Inc,Bodensteiner Lisa  (CIK 0001213272),0000817720|0001213272,2026-04-27T22:54:57Z
2026-04-20,SYNA,SYNAPTICS Inc,Ganesan Satish  (CIK 0002014633),0000817720|0002014633,2026-04-27T22:54:57Z
2026-04-20,GPRK,GeoPark Ltd,PARK JAMES FRANKLIN  (CIK 0001633554),0001464591|0001633554,2026-04-27T22:54:57Z
2026-04-20,CRWV,"CoreWeave, Inc.",McBee Brannin  (CIK 0002058103),0001769628|0002058103,2026-04-27T22:54:57Z
2026-04-20,JBL,JABIL INC,Priestley Andrew  (CIK 0002025015),0000898293|0002025015,2026-04-27T22:54:57Z
2026-04-20,,Arqit Quantum Inc.,Pointon Nicholas  (CIK 0001967201),0001859690|0001967201,2026-04-27T22:54:57Z
2026-04-20,KVYO,"Klaviyo, Inc.",Edmond Landon  (CIK 0001991399),0001835830|0001991399,2026-04-27T22:54:57Z
2026-04-20,RDW,Redwire Corp,"Edge Autonomy Ultimate Holdings, LP  (CIK 0002074087)",0001819810|0002074087,2026-04-27T22:54:57Z
2026-04-20,H,Hyatt Hotels Corp,TV 2010 N-1 Trust  (CIK 0001499653),0001468174|0001499653,2026-04-27T22:54:57Z
2026-04-20,PCRX,"Pacira BioSciences, Inc.",Cross Shawn  (CIK 0001734779),0001396814|0001734779,2026-04-27T22:54:57Z
2026-04-17,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George  (CIK 0001778564),0001535527|0001778564,2026-04-27T22:54:57Z
2026-04-17,,Bank of New York Mellon Corp,Perez Alejandro  (CIK 0002129935),0001390777|0002129935,2026-04-27T22:54:57Z
2026-04-17,,"Ginkgo Bioworks Holdings, Inc.",Coen Steven P.  (CIK 0001977441),0001830214|0001977441,2026-04-27T22:54:57Z
2026-04-17,RELY,"Remitly Global, Inc.",Riese Phillip John  (CIK 0001307696),0001782170|0001307696,2026-04-27T22:54:57Z
2026-04-17,AIRG,AIRGAIN INC,Sadri Ali  (CIK 0001907838),0001272842|0001907838,2026-04-27T22:54:57Z
2026-04-17,LYFT,"Lyft, Inc.",Llewellyn Lindsay Catherine  (CIK 0002034826),0001759509|0002034826,2026-04-27T22:54:57Z
2026-04-17,UNTY,UNITY BANCORP INC /NJ/,Gross Mary E.  (CIK 0001502228),0000920427|0001502228,2026-04-27T22:54:57Z
2026-04-17,CGON,"CG Oncology, Inc.",Mulay James  (CIK 0001684531),0001991792|0001684531,2026-04-27T22:54:57Z
2026-04-17,ASA,ASA Gold & Precious Metals Ltd,Merk Alexander  (CIK 0001772159),0001230869|0001772159,2026-04-27T22:54:57Z
2026-04-17,AIP,"Arteris, Inc.",Viana Antonio J  (CIK 0001888686),0001667011|0001888686,2026-04-27T22:54:57Z
2026-04-17,INCY,INCYTE CORP,CAGNONI PABLO J  (CIK 0001205703),0000879169|0001205703,2026-04-27T22:54:57Z
2026-04-17,KYTX,"Kyverna Therapeutics, Inc.",Walker Karen Marie  (CIK 0002008556),0001994702|0002008556,2026-04-27T22:54:57Z
2026-04-17,EYPT,"EyePoint, Inc.",Ribeiro Ramiro  (CIK 0002013623),0001314102|0002013623,2026-04-27T22:54:57Z
2026-04-17,ARLO,"Arlo Technologies, Inc.",Binder Kurtis Joseph  (CIK 0001654737),0001736946|0001654737,2026-04-27T22:54:57Z
2026-04-17,NDSN,NORDSON CORP,Subramanian Srinivas  (CIK 0001940653),0000072331|0001940653,2026-04-27T22:54:57Z
2026-04-17,ESNT,Essent Group Ltd.,Gibbons Mary Lourdes  (CIK 0001590264),0001448893|0001590264,2026-04-27T22:54:57Z
2026-04-17,OUST,"Ouster, Inc.",Frichtl Mark  (CIK 0001847596),0001816581|0001847596,2026-04-27T22:54:57Z
2026-04-17,RDN,RADIAN GROUP INC,Hoffman Edward J  (CIK 0001439483),0000890926|0001439483,2026-04-27T22:54:57Z
2026-04-17,PHR,"Phreesia, Inc.",Hui Yvonne  (CIK 0002027089),0001412408|0002027089,2026-04-27T22:54:57Z
2026-04-17,ATEX,Anterix Inc.,Gerbrandt Ryan  (CIK 0001821509),0001304492|0001821509,2026-04-27T22:54:57Z
2026-04-17,CNM,"Core & Main, Inc.",Bradbury Robyn L  (CIK 0002060011),0001856525|0002060011,2026-04-27T22:54:57Z
2026-04-17,ZM,"Zoom Communications, Inc.",Bawa Aparna  (CIK 0001773301),0001585521|0001773301,2026-04-27T22:54:57Z
2026-04-17,ALAB,"Astera Labs, Inc.",Dyckerhoff Stefan A  (CIK 0001484394),0001736297|0001484394,2026-04-27T22:54:57Z
2026-04-17,CACC,CREDIT ACCEPTANCE CORP,ULATOWSKI DANIEL A.  (CIK 0001604030),0000885550|0001604030,2026-04-27T22:54:57Z
2026-04-17,DRI,DARDEN RESTAURANTS INC,Milanes Douglas J.  (CIK 0001718083),0000940944|0001718083,2026-04-27T22:54:57Z
2026-04-17,AGX,ARGAN INC,Collins Charles Edwin IV  (CIK 0001791800),0000100591|0001791800,2026-04-27T22:54:57Z
2026-04-17,PAGS,PagSeguro Digital Ltd.,Magnani Alexandre Mr  (CIK 0002120783),0001712807|0002120783,2026-04-27T22:54:57Z
2026-04-17,MRVL,"Marvell Technology, Inc.",Casper Mark  (CIK 0002007961),0001835632|0002007961,2026-04-27T22:54:57Z
2026-04-17,VCX,"Fundrise Innovation Fund, LLC","Fundrise Real Estate Interval Fund, LLC  (CIK 0001777677)",0001867090|0001777677,2026-04-27T22:54:57Z
2026-04-17,RDW,Redwire Corp,"Edge Autonomy Ultimate Holdings, LP  (CIK 0002074087)",0001819810|0002074087,2026-04-27T22:54:57Z
2026-04-17,AEHR,AEHR TEST SYSTEMS,POSEDEL RHEA J  (CIK 0001055117),0001040470|0001055117,2026-04-27T22:54:57Z
2026-04-17,PLAB,PHOTRONICS INC,ZHANG RUI  (CIK 0002107725),0000810136|0002107725,2026-04-27T22:54:57Z
2026-04-17,RAPP,"Rapport Therapeutics, Inc.","Third Rock Ventures V, L.P.  (CIK 0001778071)",0002012593|0001778071,2026-04-27T22:54:57Z
2026-04-17,AIP,"Arteris, Inc.",RAZA SAIYED ATIQ  (CIK 0001184563),0001667011|0001184563,2026-04-27T22:54:57Z
2026-04-17,ENTG,ENTEGRIS INC,LOY BERTRAND  (CIK 0001197452),0001101302|0001197452,2026-04-27T22:54:57Z
2026-04-17,H,Hyatt Hotels Corp,JNP 2010-PG Trust  (CIK 0001498220),0001468174|0001498220,2026-04-27T22:54:57Z
2026-04-17,ROKU,"ROKU, INC",Collier Charles  (CIK 0001951665),0001428439|0001951665,2026-04-27T22:54:57Z
2026-04-17,,MORGAN STANLEY,SIMKOWITZ DANIEL A  (CIK 0001680385),0000895421|0001680385,2026-04-27T22:54:57Z
2026-04-17,VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.  (CIK 0001524986),0001692376|0001524986,2026-04-27T22:54:57Z
2026-04-17,,NOVANTA INC,Glastra Matthijs  (CIK 0001561438),0001076930|0001561438,2026-04-27T22:54:57Z
2026-04-17,LQDA,Liquidia Corp,JEFFS ROGER  (CIK 0001231615),0001819576|0001231615,2026-04-27T22:54:57Z
2026-04-17,NUVB,Nuvation Bio Inc.,Liu Dongfang  (CIK 0001937915),0001811063|0001937915,2026-04-27T22:54:57Z
2026-04-17,CACC,CREDIT ACCEPTANCE CORP,SMITH ARTHUR L  (CIK 0001604078),0000885550|0001604078,2026-04-27T22:54:57Z
2026-04-17,RDW,Redwire Corp,"AE RED HOLDINGS, LLC  (CIK 0001880796)",0001819810|0001880796,2026-04-27T22:54:57Z
2026-04-17,ALAB,"Astera Labs, Inc.",Mohan Jitendra  (CIK 0001998053),0001736297|0001998053,2026-04-27T22:54:57Z
2026-04-17,ZETA,Zeta Global Holdings Corp.,"Family Trust IX DTD May 26, 2022  (CIK 0001997856)",0001851003|0001997856,2026-04-27T22:54:57Z
2026-04-17,,Bank of New York Mellon Corp,McCarthy J Kevin  (CIK 0001386987),0001390777|0001386987,2026-04-27T22:54:57Z
2026-04-17,ALLY,Ally Financial Inc.,Timmerman Douglas R.  (CIK 0001738255),0000040729|0001738255,2026-04-27T22:54:57Z
2026-04-17,,Hewlett Packard Enterprise Co,Neri Antonio F  (CIK 0001648401),0001645590|0001648401,2026-04-27T22:54:57Z
2026-04-17,ASPI,ASP Isotopes Inc.,Moore Duncan  (CIK 0001888265),0001921865|0001888265,2026-04-27T22:54:57Z
2026-04-17,,BANCFIRST CORP /OK/,RAINBOLT DAVID E  (CIK 0001042873),0000760498|0001042873,2026-04-27T22:54:57Z
2026-04-17,TNL,Travel & Leisure Co.,Brown Michael Dean  (CIK 0001691300),0001361658|0001691300,2026-04-27T22:54:57Z
2026-04-17,AMZN,AMAZON COM INC,Jassy Andrew R  (CIK 0001374545),0001018724|0001374545,2026-04-27T22:54:57Z
2026-04-17,IMAX,IMAX CORP,GELFOND RICHARD L  (CIK 0000944011),0000921582|0000944011,2026-04-27T22:54:57Z
2026-04-17,MARA,"MARA Holdings, Inc.",Nowaid Zabi  (CIK 0001837940),0001507605|0001837940,2026-04-27T22:54:57Z
2026-04-17,MP,MP Materials Corp. / DE,Litinsky James H.  (CIK 0001831746),0001801368|0001831746,2026-04-27T22:54:57Z
2026-04-17,JBL,JABIL INC,MONDELLO MARK T  (CIK 0001196746),0000898293|0001196746,2026-04-27T22:54:57Z
2026-04-17,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,Liang Yifan  (CIK 0001522325),0001387467|0001522325,2026-04-27T22:54:57Z
2026-04-17,RAPP,"Rapport Therapeutics, Inc.",Yeleswaram Krishnaswamy  (CIK 0002022156),0002012593|0002022156,2026-04-27T22:54:57Z
2026-04-17,,"Blaize Holdings, Inc.",Munagala Dinakar  (CIK 0002048309),0001871638|0002048309,2026-04-27T22:54:57Z
2026-04-17,MARA,"MARA Holdings, Inc.",Thiel Frederick G  (CIK 0001567383),0001507605|0001567383,2026-04-27T22:54:57Z
2026-04-17,PLAB,PHOTRONICS INC,Paladino Mary  (CIK 0001790493),0000810136|0001790493,2026-04-27T22:54:57Z
2026-04-17,H,Hyatt Hotels Corp,JNP Parachute Mirror Trust K  (CIK 0001498219),0001468174|0001498219,2026-04-27T22:54:57Z
2026-04-17,DKS,"DICK'S SPORTING GOODS, INC.",Lodge-Jarrett Julie  (CIK 0001807906),0001089063|0001807906,2026-04-27T22:54:57Z
2026-04-17,RELY,"Remitly Global, Inc.",Sharma Pankaj  (CIK 0001999488),0001782170|0001999488,2026-04-27T22:54:57Z
2026-04-17,,Bank of New York Mellon Corp,Kurimsky Kurtis R.  (CIK 0001635463),0001390777|0001635463,2026-04-27T22:54:57Z
2026-04-17,TWST,Twist Bioscience Corp,Laponis Adam  (CIK 0001827198),0001581280|0001827198,2026-04-27T22:54:57Z
2026-04-17,,Freightos Ltd,Schreiber Zvi  (CIK 0001976454),0001927719|0001976454,2026-04-27T22:54:57Z
2026-04-17,CACC,CREDIT ACCEPTANCE CORP,ULATOWSKI DANIEL A.  (CIK 0001604030),0000885550|0001604030,2026-04-27T22:54:57Z
2026-04-17,ZETA,Zeta Global Holdings Corp.,Family Trust No. C5 DTD 5/27/22  (CIK 0001989510),0001851003|0001989510,2026-04-27T22:54:57Z
2026-04-17,RCMT,"RCM TECHNOLOGIES, INC.",MILLER KEVIN D  (CIK 0001255576),0000700841|0001255576,2026-04-27T22:54:57Z
2026-04-17,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Kuhn Hallie E.  (CIK 0002107635),0001035443|0002107635,2026-04-27T22:54:57Z
2026-04-17,RM,Regional Management Corp.,Fisher Brian J.  (CIK 0001567382),0001519401|0001567382,2026-04-27T22:54:57Z
2026-04-17,SNX,TD SYNNEX CORP,POLK DENNIS  (CIK 0001270710),0001177394|0001270710,2026-04-27T22:54:57Z
2026-04-17,NUVB,Nuvation Bio Inc.,Wentworth Kerry  (CIK 0001369453),0001811063|0001369453,2026-04-27T22:54:57Z
2026-04-17,PVH,PVH CORP. /DE/,FISCHER MARK D  (CIK 0001243792),0000078239|0001243792,2026-04-27T22:54:57Z
2026-04-17,CACC,CREDIT ACCEPTANCE CORP,Rummler Wendy A  (CIK 0001916755),0000885550|0001916755,2026-04-27T22:54:57Z
2026-04-17,JBL,JABIL INC,BORGES STEVEN D  (CIK 0001196727),0000898293|0001196727,2026-04-27T22:54:57Z
2026-04-17,AEHR,AEHR TEST SYSTEMS,Siu Chris  (CIK 0001389044),0001040470|0001389044,2026-04-27T22:54:57Z
2026-04-17,OMF,"OneMain Holdings, Inc.",Conrad Micah R.  (CIK 0001772198),0001584207|0001772198,2026-04-27T22:54:57Z
2026-04-17,FSLY,"Fastly, Inc.",Compton Charles Lacey III  (CIK 0002074428),0001517413|0002074428,2026-04-27T22:54:57Z
2026-04-17,SBUX,STARBUCKS CORP,BREWER BRADY  (CIK 0002018223),0000829224|0002018223,2026-04-27T22:54:57Z
2026-04-17,,Bank of New York Mellon Corp,Hobbs Shannon Marie  (CIK 0002026089),0001390777|0002026089,2026-04-27T22:54:57Z
2026-04-17,CACC,CREDIT ACCEPTANCE CORP,Martin Jay D  (CIK 0001859812),0000885550|0001859812,2026-04-27T22:54:57Z
2026-04-17,,PITNEY BOWES INC /DE/,Freemen-Bosworth Lauren  (CIK 0002018873),0000078814|0002018873,2026-04-27T22:54:57Z
2026-04-17,NET,"Cloudflare, Inc.",SEIFERT THOMAS J  (CIK 0001473289),0001477333|0001473289,2026-04-27T22:54:57Z
2026-04-17,,Valens Semiconductor Ltd.,Yaacobi Tal  (CIK 0002122521),0001863006|0002122521,2026-04-27T22:54:57Z
2026-04-17,UTHR,UNITED THERAPEUTICS Corp,PATUSKY CHRISTOPHER  (CIK 0001231427),0001082554|0001231427,2026-04-27T22:54:57Z
2026-04-17,RM,Regional Management Corp.,Barnette Steven B  (CIK 0001854411),0001519401|0001854411,2026-04-27T22:54:57Z
2026-04-17,FLY,Firefly Aerospace Inc.,Wheeler David Leigh  (CIK 0002078094),0001860160|0002078094,2026-04-27T22:54:57Z
