filing_date,form,ticker,company,cik,sic,state,period_ending,accession,captured_at
2026-03-31,NT 10-K,EEGI,"Eline Entertainment Group, Inc.",0001043150,1520,K3,2025-12-31,0001683168-26-002505,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AREC,American Resources Corp,0001590715,1220,IN,2025-12-31,0001477932-26-001841,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,DAIO,DATA I/O CORP,0000351998,3825,WA,2025-12-31,0001654954-26-003090,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,HCTI,"Healthcare Triangle, Inc.",0001839285,7373,CA,2025-12-31,0001213900-26-037659,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,STCB,"Starco Brands, Inc.",0001539850,7311,CA,2025-12-31,0001493152-26-014119,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ATDS,"Data443 Risk Mitigation, Inc.",0001068689,7372,NC,2025-12-31,0001493152-26-014175,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Go Go Buyers, Inc.",0001842563,7370,NV,2025-12-31,0001842563-26-000002,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SENR,"Strategic Environmental & Energy Resources, Inc.",0001576197,4955,CO,2025-12-31,0001493152-26-013960,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,UCLE,US NUCLEAR CORP.,0001543623,3829,CA,2025-12-31,0001213900-26-037225,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,WYGC,Wenyuan Group Corp.,0000723533,8742,,2025-12-31,0001493152-26-014126,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"REGIONAL HEALTH PROPERTIES, INC",0001004724,6519,GA,2025-12-31,0001193125-26-134679,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BUDZ,"WEED, INC.",0001393772,8731,AZ,2025-03-31,0001096906-26-000445,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GITS,"Global Interactive Technologies, Inc.",0001911545,7370,M5,2025-12-31,0001493152-26-013858,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Vocodia Holdings Corp,0001880431,7371,FL,2025-12-31,0001493152-26-014016,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NCL,Northann Corp.,0001923780,3089,SC,2025-12-31,0001575872-26-000202,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CBSTF,Cannabist Co Holdings Inc.,0001776738,0100,MA,2025-12-31,0001140361-26-012391,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,MGRX,"MANGOCEUTICALS, INC.",0001938046,8090,TX,2025-12-31,0001493152-26-014360,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PRGY,IGTA Merger Sub Ltd,0001997698,7370,NY,2025-12-31,0001213900-26-036963,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,IQST,iQSTEL Inc,0001527702,4813,FL,2025-12-31,0001663577-26-000089,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ARAI,Arrive AI Inc.,0001818274,7340,IN,2025-12-31,0001493152-26-014217,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,HWNI,"HIGH WIRE NETWORKS, INC.",0001413891,4813,IL,2025-12-31,0001683168-26-002508,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,TGNT,"Totaligent, Inc.",0000846377,6153,FL,2025-12-31,0001477932-26-001827,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,SEAV,SEATech Ventures Corp.,0001763660,7380,N8,2025-12-31,0001493152-26-013452,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,KSEZ,Kinetic Seas Inc.,0001945619,6770,IL,2025-12-31,0001683168-26-002420,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,,Aerkomm Inc.,0001590496,4899,CA,2025-12-31,0001213900-26-035972,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,,MOVEIX INC.,0001685766,3790,AZ,2025-12-31,0001829126-26-002836,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,NCRA,"NOCERA, INC.",0001756180,0200,GA,2025-12-31,0001683168-26-002366,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,NKLR,Terra Innovatum Global N.V.,0002067627,3443,,2025-12-31,0001213900-26-036004,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,FDCT,"FDCTECH, INC.",0001722731,7372,CA,2025-12-31,0001493152-26-013558,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CRCW,Crypto Co,0001688126,7374,CA,2025-12-31,0001493152-26-013605,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,GRUSF,Grown Rogue International Inc.,0001463000,0100,OR,2025-12-31,0001829126-26-002839,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,GAMG,"Global Asset Management Group, Inc.",0000055234,7990,MD,2025-12-31,0001477932-26-001709,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,,SunPower Inc.,0001838987,1700,CA,2025-12-28,0001213900-26-036433,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,WNLV,Winvest Group Ltd,0001558740,7812,NV,2025-12-31,0001477932-26-001695,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,WBSR,Webstar Technology Group Inc.,0001645155,7372,FL,2025-12-31,0001493152-26-013667,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,AIPG,AI Technology Group Inc.,0001289047,3621,NV,2025-12-31,0001477932-26-001704,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,GURE,"GULF RESOURCES, INC.",0000885462,2800,F4,2025-12-31,0001193805-26-000367,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CNTM,"ConnectM Technology Solutions, Inc.",0001895249,1700,MA,2025-12-31,0001104659-26-036803,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,RTGN,RetinalGenix Technologies Inc.,0001836295,3841,CA,2025-12-31,0001493152-26-013325,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,,Hudson Acquisition I Corp.,0001853047,6770,NY,2025-12-31,0001213900-26-036222,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,WAST,WASTE ENERGY CORP.,0001515139,7389,CA,2025-12-31,0001493152-26-013600,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CIRX,CIRTRAN CORP,0000813716,2080,NV,2025-12-31,0001493152-26-013327,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,SATT,SATIVUS TECH CORP.,0001661600,8742,MD,2025-12-31,0001683168-26-002407,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CREX,"CREATIVE REALITIES, INC.",0001356093,7373,KY,2025-12-31,0001437749-26-010314,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,RGPX,"REGENEREX PHARMA, INC.",0001357878,2834,NV,2025-12-31,0001472375-26-000099,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,AVNI,ARVANA INC,0001113313,6770,UT,2025-12-31,0001713282-26-000068,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,VYST,Vystar Corp,0001308027,3060,MA,2025-12-31,0001493152-26-013520,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,SNBH,SENTIENT BRANDS HOLDINGS INC.,0001358633,5734,NY,2025-12-31,0001493152-26-013448,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,GBUX,"GIVBUX, INC.",0001169138,7389,CA,2025-12-31,0001640334-26-000575,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,RMSL,RemSleep Holdings Inc.,0001412126,7200,FL,2025-12-31,0001213900-26-035760,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,SNTW,Summit Networks Inc.,0001619096,4953,FL,2025-12-31,0001091818-26-000029,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,GRST,ETHEMA HEALTH Corp,0000792935,8062,FL,2025-12-31,0001903596-26-000100,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,KAYS,"Kaya Holdings, Inc.",0001530746,2834,FL,2025-12-31,0001903596-26-000102,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,TRSO,TRANSUITE.ORG INC.,0001758699,7370,NV,2025-12-31,0001640334-26-000572,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,HBUV,Hubilu Venture Corp,0001639068,6510,CA,2025-12-31,0001493152-26-013623,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CLNV,Clean Vision Corp,0001391426,2860,CA,2025-12-31,0001903596-26-000099,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,AHRO,"Authentic Holdings, Inc.",0001338929,5130,NJ,2025-12-31,0001477932-26-001657,2026-04-27T23:04:07Z
2026-03-30,NT 10-K,CETI,"Cyber Enviro-Tech, Inc.",0001935092,3690,AZ,2025-12-31,0001079973-26-000380,2026-04-27T23:04:07Z
